name;YearMeanMean;YearMean05;YearMean95;YearPrecMean;YearPrec05;YearPrec95;GSMeanMean;GSMean05;GSMean95;Area (km²);EasternLim;WesternLim;NorthernLim;SouthernLim
Scorzoneroides autumnalis;5,721427331;-0,444013602;11,14452179;732,0793633;507,4331628;1316,508166;12,49431101;6,881711072;17,21483828;7889600;59,83;-14,83;70,83;37,17
Campanula bononiensis;6,467268938;2,159626279;10,8936157;714,3291378;502,6457606;1231,481608;14,73553495;11,41578156;17,88068598;3112400;59,83;7,83;59,17;41,5
Sedum acre;7,73399579;1,702590979;15,33984212;700,7982437;462,9043583;1193,946063;14,31407873;8,538688444;20,36572653;8666400;59,83;-14,83;71,17;31,17
Sedum album;11,85909573;5,533241085;17,70166658;704,4672819;422,5694729;1238,321898;16,43172712;10,96536884;21,97177309;4326800;47,17;-10,5;61,83;29,5
Selinum carvifolia;6,900402901;2,945635882;11,80701776;725,483563;509,8431787;1228,083116;13,97710097;11,51018511;16,94561581;4750800;59,83;-9,17;60,83;39,83
Senecio vulgaris;8,925191428;1,713027124;17,66034997;693,3185498;383,3536592;1302,110014;14,98952723;8,951478799;21,79741174;10405600;59,83;-14,5;70,17;26,17
Sesleria caerulea;7,276338338;2,904010904;11,02780111;711,420782;516,0524519;1210,65725;13,31639641;7,936749848;17,36866651;534000;28,5;3,17;60,5;43,83
Silaum silaus;9,605091777;6,1537854;12,77648189;743,6799163;521,3624024;1317,401821;14,28769785;11,14262544;17,05173209;1198800;25,17;-4,17;55,5;42,17
Silene noctiflora;7,424819192;3,314644417;11,7902545;716,7991207;505,4776137;1253,073074;14,31159756;11,038778;18,70237333;5276000;51,5;-6,17;63,5;39,17
Silene otites;8,10314029;2,105164721;13,99466045;670,1935321;236,8987526;1233,346375;15,78708909;11,62911527;20,26264523;6925200;59,83;-3,83;60,5;36,17
Solanum nigrum;8,104483858;-0,926533737;17,34237877;630,017188;193,2377456;1125,211323;14,96505227;6,952107154;21,95239424;11142800;59,83;-9,83;74,83;25,17
Solidago gigantea;7,747805846;4,077749311;11,61956207;730,4218595;515,3656735;1297,115856;14,22599744;11,97847979;17,28383712;3084000;41,5;-4,83;59,5;42,5
Campanula glomerata;6,814171654;1,959749599;11,77909421;718,5967826;513,8426592;1238,319615;13,8149726;10,54085659;17,71745615;5654000;59,83;-6,17;64,5;40,83
Sorbus domestica;11,67142572;7,315172108;16,57982495;731,7508655;515,4959825;1241,489147;16,81305216;12,2474829;21,15409941;1502400;25,5;-3,17;51,83;36,17
Sorbus intermedia;9,974695335;5,859134416;14,71200472;725,8079854;514,6508425;1293,451713;15,50617009;11,88952818;19,79274053;2259200;56,17;-7,83;54,83;33,5
Stachys palustris;6,784473729;0,690432801;12,72968653;710,7389603;427,4007229;1291,906824;13,85066578;8,850949351;19,55719989;8827600;59,83;-10,5;66,5;36,5
Stipa capillata;8,533810357;3,209523496;14,72119828;660,6849962;173,0611661;1252,442793;17,08660253;12,12860263;22,78295396;5080400;59,83;-4,17;57,17;35,83
Stipa pulcherrima;8,490957499;5,171955391;11,23618777;717,3849009;511,6421087;1252,214475;16,52311869;11,40020714;18,80230172;533600;48,83;21,5;52,5;39,17
Symphytum tuberosum;11,70986743;7,78259068;16,05745251;740,944011;517,9643395;1330,00495;15,76893864;11,03622785;20,15880114;492800;11,17;-8,17;58,5;39,17
Tanacetum parthenium;11,18827265;8,015012716;14,25426861;736,4737888;516,9820943;1303,63427;17,25732928;13,74764549;20,23576301;430800;41,5;16,83;45,83;39,5
Tanacetum vulgare;5,725328312;-1,092493378;11,60777688;691,4866612;406,0135246;1210,617877;12,93571594;6,729195678;18,21742289;9646000;59,83;-10,5;70,17;37,5
Thymus pulegioides;8,206959143;4,623961814;12,71167271;717,9074307;516,2837393;1275,349857;14,13179734;11,32654951;17,5177608;3722000;38,17;-9,17;62,5;39,5
Campanula latifolia;6,410714128;2,832764586;10,85922129;734,2121685;517,5007821;1335,140816;13,10693389;8,527445066;16,99168873;3131200;46,5;-5,83;68,83;40,17
Thymus serpyllum;5,461354706;1,435534569;8,898548901;752,5844207;516,8646488;1331,072286;12,54375229;9,900658015;14,74364941;2448400;50,83;4,83;64,5;48,5
Tilia tomentosa;9,559166669;7,009184229;11,32088126;707,9606988;517,1823593;1173,638877;15,94860183;12,53391445;18,47250537;303200;28,83;15,83;47,83;41,17
Tragopogon dubius;8,514614311;4,072036579;12,85298477;708,8190767;419,5073527;1248,10133;16,05182278;12,4669373;19,59024097;4164800;59,83;-8,17;54,83;36,83
Tragopogon pratensis;7,996665646;3,621345313;12,60283697;734,7251006;515,5332513;1279,995249;13,71310136;10,76371114;17,83413885;3672800;43,17;-9,17;63,5;39,83
Trientalis europaea;3,270874002;-1,944590235;8,485601854;714,5211716;504,184099;1276,014603;10,74705617;5,638382911;14,62425574;5509600;59,83;-4,5;71,17;46,17
Trifolium aureum;6,514106334;2,328263001;11,13788053;732,3115788;512,1402543;1291,164193;13,71730658;10,52409263;17,27434058;5169200;59,83;-0,83;63,5;38,17
Trifolium campestre;11,44780147;5,393530684;19,18753518;653,6650866;280,3107314;1170,523258;17,04202048;11,47788486;23,6311556;8678800;59,83;-9,83;62,83;29,5
Trifolium pratense;7,956406829;0,155436041;17,15386677;677,950731;353,9718329;1199,357117;14,5380574;8,206073274;21,21678566;11245200;59,83;-10,5;70,17;28,83
Ulmus minor;10,1192269;5,552117949;16,10439343;717,6832096;475,1177619;1267,831703;16,19379429;12,27269513;20,80912154;4804400;49,17;-9,5;54,83;35,5
Vaccinium uliginosum;4,275583023;-1,643844781;10,28141348;733,5336312;510,698445;1301,053607;11,43599821;6,071641236;16,0901447;5989600;59,83;-14,83;71,17;37,17
Campanula persicifolia;6,360004114;2,010661969;11,16586881;720,268853;509,2638831;1259,975384;13,7893229;10,56098641;18,33250342;4644000;59,83;-0,83;64,17;39,5
Valeriana officinalis;6,932083429;-0,815389496;13,13215833;707,4359859;464,8322521;1231,498978;13,7107533;7,890755261;18,59298165;8448000;59,83;-10,5;68,17;37,17
Valeriana saxatilis;6,135887691;2,811314166;9,350479734;735,4387165;517,5816036;1277,355341;11,55889652;7,669376243;15,24585619;30400;15,83;9,5;47,83;45,5
Verbascum thapsus;7,474289105;1,787618185;14,4549373;709,7756725;458,7719634;1239,371887;14,19654649;10,46698323;19,54389219;7440800;59,83;-10,5;63,5;34,83
Veronica anagallis-aquatica;9,629984258;2,338294745;17,73021251;670,8467233;291,2439279;1251,329461;16,12739982;11,04099963;22,01371003;10774000;59,83;-10,5;61,5;30,5
Vicia lathyroides;11,10075745;7,217294064;16,7628637;723,7399546;507,9852236;1278,546127;16,23880668;11,9401203;21,12283925;2872400;35,17;-7,83;60,17;31,17
Viola alba;11,97035681;7,134919406;17,03666844;731,778878;514,3135175;1327,752291;17,46600397;12,81605625;21,23995736;1836000;48,83;-6,83;49,83;34,17
Viola rupestris;5,121656725;0,144803847;10,5460502;706,2326189;507,6838512;1154,103962;13,15003241;8,519850338;17,42386757;5323600;59,83;-6,83;70,17;38,83
Acer obtusatum;12,66506101;7,535282763;16,49944687;728,778943;515,6776812;1248,826804;17,92536789;13,49148587;20,85614305;467600;22,17;8,5;45,5;37,83
Achillea collina;8,082458621;5,454284334;11,14621636;739,7011938;518,5950676;1321,385715;14,75654763;11,32183201;17,92368384;1763200;41,5;7,17;54,5;41,17
Actaea spicata;5,21917041;0,421199378;9,98069942;726,213738;516,5886734;1205,076665;12,64191081;7,657202622;15,91170882;5243600;58,83;1,17;69,17;41,83
Campanula rapunculoides;6,784082602;3,072109169;10,74555216;715,9086939;510,6401052;1201,822714;13,81766469;10,22631905;18,54074706;4868400;50,17;-3,5;65,17;40,5
Achillea ptarmica;5,824161121;0,662289779;10,39488006;721,2026004;490,0750846;1316,219547;12,97533383;7,650007756;17,08300639;6964800;59,83;-10,17;70,5;43,17
Aconitum anthora;6,963245953;2,287571155;11,76781796;728,8320964;510,6652858;1247,112328;14,35147484;10,1424705;17,55043532;1265600;59,83;-1,17;55,83;39,5
Adenostyles alpina;7,298587889;1,373845255;12,99344493;740,5969301;517,0684771;1305,106796;12,50795439;6,042395995;18,25669177;239600;16,5;5,83;47,83;39,83
Aegonychon purpurocaeruleum;11,17016922;6,429169108;16,38161485;717,9795939;509,9072162;1240,012334;16,96393745;12,43450395;21,21416878;2851600;54,17;-3,17;53,17;36,17
Aethusa cynapium;7,806434091;3,966711913;11,62609718;722,0688064;506,5022;1194,433676;14,14886496;11,22901846;17,71495402;5301600;48,83;-10,5;62,83;38,83
Ajuga pyramidalis;5,816857117;0,569268057;10,43701533;727,0600969;515,5676288;1253,49456;11,18626157;5,805070322;16,37054945;1122400;29,5;-8,17;69,83;40,17
Campanula rotundifolia;5,012211111;-1,43186728;10,80468776;724,2011121;505,6358776;1263,245897;12,25869469;6,448196412;16,47926409;7756400;59,83;-9,83;70,83;40,5
Alchemilla xanthochlora;9,176236484;7,44516357;10,41130362;737,0994805;519,1542426;1274,124591;12,64429015;10,30540921;14,74263159;624800;9,5;-10,5;59,17;48,83
Alisma lanceolatum;9,165533164;6,120218563;11,72146093;736,0870574;521,2065504;1330,585399;14,9725086;11,49494779;18,67869386;1134000;27,5;-2,5;54,5;41,17
Alisma plantago-aquatica;6,728672434;0,894473489;12,627407;680,4279044;270,5690761;1304,71649;14,36739648;9,233545837;19,90533578;9072400;59,83;-10,17;66,83;38,17
Allium flavum;10,98853985;6,078453144;16,70541668;735,3068603;516,8315685;1286,53903;16,88283696;12,47611062;20,94534224;1071200;29,5;2,17;49,5;37,5
Allium lusitanicum;8,755272213;4,518918526;12,87618388;735,5246149;519,8385252;1324,295794;14,81953377;10,40890155;18,73295382;2010400;59,5;-8,17;60,17;39,83
Alopecurus geniculatus;6,827349733;2,059342757;11,63503993;725,3832037;512,3595445;1217,479948;13,26620297;7,179652789;17,39837218;5769200;50,5;-14,83;69,83;40,5
Alyssum alyssoides;9,793069141;5,001833318;15,86582859;719,9855128;510,7332069;1242,07985;15,1026305;11,16249218;20,12303144;3548800;27,83;-9,17;64,5;36,83
Campanula trachelium;8,55531881;4,1667108;14,83379802;720,3947039;507,0800013;1326,301756;14,74334355;11,51834199;20,00504494;5384000;47,17;-8,17;61,5;31,5
Amaranthus retroflexus;9,080727676;4,180936764;15,67601366;715,8959439;444,3969291;1339,20613;15,84878328;12,43047519;20,59938257;5878800;54,83;-8,5;57,17;33,5
Anacamptis pyramidalis;10,72926481;5,058800599;16,26180212;713,7388685;504,0824892;1236,342225;15,91512783;11,34906412;21,06049582;2959200;49,5;-10,17;54,5;29,5
Andromeda polifolia;3,349827784;-2,166642624;8,487219672;739,0908593;508,288793;1326,424426;10,72124031;5,293835583;14,50219381;5212800;59,83;-8,5;70,83;44,17
Anisantha sterilis;9,781348453;5,6927493;14,68061878;723,575432;504,1942675;1272,924562;15,23193093;11,70404007;19,93292321;3589200;50,17;-9,17;56,83;36,83
Apera spica-venti;6,193906324;1,273282537;11,04823922;713,2589724;509,3538041;1239,43549;13,2147787;9,588814388;17,46097112;6028400;59,83;-4,17;65,83;39,83
Capsella bursa-pastoris;7,453074182;0,542413366;16,00754545;686,2445189;381,2808674;1263,405422;14,189048;8,040795548;20,31994955;10911600;59,83;-10,5;70,83;33,5
Arabidopsis arenosa;6,634869921;0,962781827;10,52829635;731,6376183;515,6173641;1309,820022;13,42724099;8,511773502;17,50689412;3122000;38,83;5,5;67,83;41,5
Arabis auriculata;12,29465499;5,831242105;18,96480024;682,0019359;371,0530844;1231,079779;18,33383473;12,59314708;24,48139386;4286800;59,17;-9,83;53,17;29,5
Arenaria procera;7,523917497;5,099968558;10,25144029;724,2149248;508,2533242;1258,597539;16,85298408;14,95831272;18,58635143;786000;56,17;28,17;53,83;45,5
Asplenium adiantum-nigrum;9,674816348;5,157594707;13,67604849;720,1567306;513,929781;1228,54551;14,87213964;10,48273594;19,46530268;2668000;49,5;-10,5;58,5;37,17
Asplenium ruta-muraria;9,480995491;4,596429098;14,10872639;718,1022739;512,510599;1246,777623;14,72498885;10,08108833;19,21328401;3518000;48,5;-10,5;62,5;36,5
Cardamine amara;6,064788958;1,494496102;10,38991073;733,4845463;518,7402473;1296,060586;13,0643712;10,17520589;15,58720377;4524800;59,17;-4,17;64,83;42,83
Asplenium septentrionale;7,605389722;1,883536537;12,51483315;738,3910407;522,4259325;1295,312701;12,95707964;6,727755457;18,16577803;1841200;48,83;-6,83;63,83;39,83
Asplenium viride;6,679292194;-1,493586955;12,34278475;739,6990855;515,8279657;1323,544332;12,27322584;5,132623938;18,88979357;1376000;47,83;-7,17;70,17;37,17
Atriplex patula;8,261624594;2,908379357;15,21692798;693,8301545;476,3944058;1231,890142;14,47624916;10,78607189;20,11912394;7450000;59,83;-14,83;66,17;30,5
Bellidiastrum michelii;7,110577653;1,740159258;12,26426756;730,1842226;518,0799456;1311,953281;12,365982;6,235252175;17,36411476;300400;20,5;5,5;49,83;41,17
Cardamine bulbifera;8,508809232;5,028271373;12,85767725;730,78363;516,3082081;1239,113285;14,7699859;11,16169456;18,94121623;2836000;43,83;-0,5;61,17;39,17
Berula erecta;9,514192219;6,254277873;13,15112692;749,3040087;515,467955;1310,992633;14,67119609;11,31994002;18,71217142;2644400;28,5;-10,17;57,5;38,83
Bidens cernuus;7,064673666;2,481293788;11,27305863;735,8094174;503,4295411;1305,165342;14,16337976;11,20144778;17,78437391;5874400;59,83;-10,5;65,17;40,17
Bidens radiatus;3,884797805;2,451462921;5,174766213;722,9657912;516,1248059;1252,4288;11,38758758;9,925700031;12,63556114;377600;38,5;21,17;64,5;56,83
Bidens tripartitus;7,450565751;2,125756003;12,894591;710,7707662;446,8528083;1284,896645;14,28287354;10,87946858;18,65834458;7232000;59,83;-10,5;63,17;36,5
Botrychium lunaria;4,719116972;-1,550473041;10,00152062;735,5431573;514,254651;1333,340337;11,81917465;6,667635186;15,77300569;5992400;59,83;-14,83;69,5;40,5
Botrychium multifidum;3,708177408;-1,039284068;8,139911161;728,045561;517,2600868;1239,093006;11,39301605;7,991732081;14,37734969;3182400;59,83;9,5;68,83;45,17
Carduus crispus;5,880909326;0,611099779;10,69219077;711,6135445;474,8234084;1256,928623;13,24878288;8,267893048;18,28404117;7404400;59,83;-10,17;70,17;40,5
Bromopsis benekenii;7,385488666;3,720449882;11,0152759;732,412727;521,4750944;1291,385201;14,10834639;11,5106072;17,53177505;3101600;49,17;-0,5;62,5;42,5
Bupleurum longifolium;7,934994966;4,016945169;10,58356274;733,7059726;519,5027125;1338,956739;13,70768689;8,822291113;17,04180072;191200;24,83;5,83;51,5;43,17
Calamagrostis pseudophragmites;10,80858726;4,262762896;16,57551717;694,094315;160,5822627;1312,277508;18,80222649;10,14747226;25,37658623;1838400;59,83;7,5;49,5;34,17
Calamagrostis varia;9,150565656;4,439491324;13,08490917;727,3383721;516,5696367;1295,312701;14,93573078;9,189236682;18,95891421;1149600;27,5;0,83;51,5;38,83
Calla palustris;4,549058261;0,540990671;8,558626636;743,1545493;517,4741288;1341,134538;12,27487266;9,45423266;14,80241205;3768400;59,83;5,83;66,5;48,83
Callitriche palustris;5,293466424;-0,623847971;11,25218522;707,0943545;471,0161671;1235,996904;12,94541096;6,80047281;18,05431443;7214800;59,83;-14,83;70,17;39,5
Callitriche stagnalis;10,86986125;6,227229539;17,20160826;705,8258964;501,7961806;1265,103944;15,41752314;10,36994701;21,34639788;3563200;26,5;-11,83;62,83;28,17
Campanula cervicaria;5,585133877;1,361023779;10,06590643;728,2636877;520,4654183;1287,42429;13,05937388;10,48441799;16,76487351;3212400;59,83;5,5;63,17;42,5
Campanula cespitosa;6,125499432;2,812590311;8,837865349;740,3753372;515,7801451;1312,697692;11,56508118;7,749876113;14,40382578;22400;15,83;11,5;47,83;46,17
Campanula cochleariifolia;5,537328015;1,27953617;9,196287522;734,6911447;516,8331256;1333,387114;10,32157298;5,562383541;14,60583683;166800;15,83;5,5;48,5;44,17
Cardamine flexuosa;9,173300192;3,807200607;15,02309727;720,3468338;509,9305898;1270,881861;14,30252647;8,883746933;19,31538286;4102800;34,83;-10,17;67,83;36,5
Campanula rhomboidalis;5,027642831;1,284261013;9,028367717;736,8614758;519,1607766;1328,601629;9,483591657;5,45036132;14,21066167;45600;8,83;4,17;47,17;44,17
Cardamine glanduligera;7,596111439;5,118189503;10,18626053;742,2258608;516,3451252;1333,501718;14,04360011;10,69095746;16,9183356;326800;29,17;17,83;51,5;44,5
Cardamine kitaibelii;7,999945695;3,824177158;12,83476554;743,4487799;518,4627926;1335,451888;13,25654698;8,520180919;17,83021167;16800;16,17;8,17;47,17;44,17
Cardamine pentaphyllos;6,992046546;1,628785271;11,59709311;718,5679249;518,5456385;1202,886809;11,81942878;6,017966876;16,1085004;243200;15,5;-1,17;49,17;41,83
Cardamine heptaphylla;8,367814749;6,699593103;10,85749549;732,3111852;519,513143;1254,678844;14,29607199;12,34151521;16,99010369;234000;19,83;6,83;52,5;41,83
Cardamine trifolia;8,103475918;3,999049847;11,12060347;737,0130735;518,584073;1286,027293;13,77992971;9,843675933;17,15641979;194000;19,83;6,17;49,83;43,83
Cardamine waldsteinii;9,495858136;7,108479533;11,08554989;726,3834369;518,0725367;1304,54473;15,49002919;12,66607028;17,4418237;76800;18,83;15,17;46,83;43,17
Carduus personata;6,354868319;1,069564658;12,29382276;705,9721342;518,1280519;1170,677468;11,63832414;6,071641236;17,62413754;230400;20,83;5,83;50,83;42,83
Carex acuta;5,640567958;-0,787684339;10,86453485;719,5641906;507,9470068;1280,875741;13,04900409;8,16605671;16,96852533;6776800;59,83;-8,83;67,5;41,17
Carex brunnescens;1,690501686;-1,697886451;5,723270936;723,035844;509,3049014;1266,550563;8,651180891;5,072136053;11,74539861;1834400;48,83;6,83;71,17;56,83
Carex cespitosa;4,200047773;-1,259741769;8,611997215;722,3272319;513,6793158;1210,937606;11,84816709;7,010010248;15,18905541;4815200;56,83;6,17;69,83;42,83
